movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Spider-Man: Homecoming,"['Action', 'Adventure', 'Sci-Fi']","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.","['marvel cinematic universe', 'superhero', 'reboot', 'based on comic book', 'marvel comics', 'avengers', 'mentor', 'teenage superhero', 'blockbuster', 'based on comic']",Jon Watts,"['John Francis Daley', 'Jon Watts', 'Tom Holland', 'Michael Keaton', 'Robert Downey Jr.']",Jonathan Goldstein,/title/tt2250912/
Resident Evil: Welcome to Raccoon City,"['Action', 'Horror', 'Sci-Fi']","Set in 1998, this origin story explores the secrets of the mysterious Spencer Mansion and the ill-fated Raccoon City.","['zombie', 'resident evil', 'based on video game', 'psychotronic film', 'zombie apocalypse', 'year 1998', 'mansion', '1990s', 'police officer', 'fictional city']",Johannes Roberts,"['Kaya Scodelario', 'Robbie Amell', 'Hannah John-Kamen', 'Johannes Roberts', 'Johannes Roberts']",Johannes Roberts,/title/tt6920084/
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,"['cat', 'super powers', '1990s', 'superhero', 'supernatural power', 'amnesiac', 'based on comic book', 'marvel cinematic universe', 'female protagonist', 'nick fury character']",Anna Boden,"['Anna Boden', 'Ryan Fleck', 'Geneva Robertson-Dworet', 'Brie Larson', 'Samuel L. Jackson']",Ryan Fleck,/title/tt4154664/
Aliens,"['Action', 'Adventure', 'Sci-Fi']","Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.","['alien', 'rescue mission', 'soldier', 'ellen ripley character', 'monster', 'death of daughter', ""doll's head"", 'acid burn', 'strong female character', 'strong female lead']",James Cameron,"['David Giler', 'Walter Hill', 'Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']",James Cameron,/title/tt0090605/
1917,"['Action', 'Drama', 'War']","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","['world war one', 'year 1917', ""no man's land"", 'long take', 'death', 'rat', '24 hour time span', 'race against time', 'dangerous mission', 'year as title']",Sam Mendes,"['Krysty Wilson-Cairns', 'Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Sam Mendes']",Sam Mendes,/title/tt8579674/
Star Wars: Episode VII - The Force Awakens,"['Action', 'Adventure', 'Sci-Fi']","As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.","['reboot', 'sanitation employee', 'remake', 'crash landing', 'wisecrack humor', 'sewer cleaner', 'sewage cleaner', 'sabotage', 'cloning', 'hatred']",J.J. Abrams,"['J.J. Abrams', 'Michael Arndt', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac']",Lawrence Kasdan,/title/tt2488496/
The Matrix,"['Action', 'Sci-Fi']","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","['artificial reality', 'war with machines', 'simulated reality', 'dystopia', 'post apocalypse', 'questioning reality', 'martial arts', 'character wearing all black', 'tech noir', 'bullet time']",Lana Wachowski,"['Lilly Wachowski', 'Lana Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lilly Wachowski,/title/tt0133093/
The Flash,"['Action', 'Adventure', 'Fantasy']","The plot is unknown. Feature film based on the comic book superhero, The Flash.","['the flash character', 'barry allen character', 'dc extended universe', 'cyborg character', 'superhuman speed', 'superhero', 'secret identity', 'origin of hero', 'dc comics', 'based on comic']",Andy Muschietti,"['Joby Harold', 'Ezra Miller', 'Ben Affleck', 'Michael Keaton', 'Andy Muschietti']",Christina Hodson,/title/tt0439572/
Gladiator,"['Action', 'Adventure', 'Drama']",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"['roman empire', 'gladiator', 'slavery', 'combat', 'battlefield', 'mother son relationship', 'violence', 'blood', 'crucifixion', 'stabbed to death']",Ridley Scott,"['John Logan', 'William Nicholson', 'Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']",David Franzoni,/title/tt0172495/
Kingsman: The Secret Service,"['Action', 'Adventure', 'Comedy']","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","['spy', 'class differences', 'female rear nudity', 'training', 'secret organization', 'lisp', 'sliced in two', 'mentor', 'torture', 'murder']",Matthew Vaughn,"['Matthew Vaughn', 'Mark Millar', 'Colin Firth', 'Taron Egerton', 'Samuel L. Jackson']",Jane Goldman,/title/tt2802144/
Predator,"['Action', 'Adventure', 'Horror']",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,"['jungle', 'survival', 'hunting people', 'commando', 'predator', 'commando mission', 'guerrilla base', 'shaving', 'self destruction', 'booby trap']",John McTiernan,"['John Thomas', 'Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'John McTiernan']",Jim Thomas,/title/tt0093773/
Red Notice,"['Action', 'Comedy', 'Thriller']","An Interpol agent successfully tracks down the world's most wanted art thief, with help from a rival thief. But nothing is as it seems, as a series of double-crosses ensue.","['thief', 'heist', 'chase', 'rivalry', 'art', 'money', 'agent', 'wanted', 'together', 'criminal']",Rawson Marshall Thurber,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Rawson Marshall Thurber', 'Rawson Marshall Thurber']",Rawson Marshall Thurber,/title/tt7991608/
Spider-Man: Into the Spider-Verse,"['Animation', 'Action', 'Adventure']","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","['teenage superhero', 'superhero', 'multiverse', 'wisecrack humor', 'posthumous cameo', 'interdimensional travel', 'pig', 'based on comic book', 'black superhero', 'based on comic']",Bob Persichetti,"['Rodney Rothman', 'Phil Lord', 'Rodney Rothman', 'Shameik Moore', 'Jake Johnson']",Peter Ramsey,/title/tt4633694/
The Mummy,"['Action', 'Adventure', 'Fantasy']","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.","['mummy', 'mummy character', 'good versus evil', 'immortality', 'gallows', 'insect attack', 'book of the dead', 'orientalism', 'priest', 'pharoah']",Stephen Sommers,"['Lloyd Fonvielle', 'Kevin Jarre', 'Brendan Fraser', 'Rachel Weisz', 'John Hannah']",Stephen Sommers,/title/tt0120616/
Batman Begins,"['Action', 'Crime', 'Drama']","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.","['superhero', 'social decay', 'dc comics', 'gotham', 'well', 'deception', 'falling down a well', 'falling into a well', 'based on comic book', 'origin of hero']",Christopher Nolan,"['David S. Goyer', 'Christopher Nolan', 'Christian Bale', 'Michael Caine', 'Ken Watanabe']",Bob Kane,/title/tt0372784/
Star Wars: Episode VIII - The Last Jedi,"['Action', 'Adventure', 'Fantasy']","The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.","['wisecrack humor', 'one liner', 'sabotage', 'deception', 'betrayal', 'hatred', 'dereliction of duty', 'stabbed in the eye', 'torture', 'death']",Rian Johnson,"['George Lucas', 'Daisy Ridley', 'John Boyega', 'Mark Hamill', 'Rian Johnson']",Rian Johnson,/title/tt2527336/
21 Bridges,"['Crime', 'Drama', 'Thriller']",An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,"['police', 'detective', 'shootout', 'chase', 'police chase', 'fugitive', 'subway', 'murder', 'showdown', 'drugs']",Brian Kirk,"['Matthew Michael Carnahan', 'Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons', 'Brian Kirk']",Adam Mervis,/title/tt8688634/
Apocalypto,"['Action', 'Adventure', 'Drama']","As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","['mayan', 'tribe', 'prophecy', 'hunted turns hunter', 'knife', 'stabbed in the chest', 'female nudity', 'wrist slitting', 'jungle', 'impalement']",Mel Gibson,"['Farhad Safinia', 'Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Mel Gibson']",Mel Gibson,/title/tt0472043/
Jack Reacher,"['Action', 'Mystery', 'Thriller']",A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting.,"['sniper', 'coma', 'quarry', 'pittsburgh pennsylvania', 'heads knocked together', 'mysterious villain', 'police chase', 'shooting range', 'assassin', 'action hero']",Christopher McQuarrie,"['Christopher McQuarrie', 'Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'Christopher McQuarrie']",Lee Child,/title/tt0790724/
Drive,"['Action', 'Drama']","An action drama about a mysterious Hollywood stuntman and mechanic who moonlights as a getaway driver, and finds himself in trouble when he helps out his neighbor.","['neo noir', 'nameless character', 'mythical hero', 'silent protagonist', 'very little dialogue', 'protective male', 'kissing in an elevator', 'love', 'staring contest', 'brutality']",Nicolas Winding Refn,"['James Sallis', 'Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Nicolas Winding Refn']",Hossein Amini,/title/tt0780504/
Pirates of the Caribbean: On Stranger Tides,"['Action', 'Adventure', 'Fantasy']","Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.","['pirate', 'female nudity', 'blackbeard', 'captain', 'soldier', 'spaniard', 'captain jack sparrow character', 'joshamee gibbs character', 'captain hector barbossa character', 'based on theme park attraction']",Rob Marshall,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Penélope Cruz', 'Ian McShane']",Ted Elliott,/title/tt1298650/
Oblivion,"['Action', 'Adventure', 'Sci-Fi']",A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,"['post apocalypse', 'drone', 'cabin in the woods', 'black and white scene', 'alien invasion', 'memory', 'erased memory', 'female nudity', 'flying through a thunderstorm', 'year 2077']",Joseph Kosinski,"['Michael Arndt', 'Joseph Kosinski', 'Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough']",Karl Gajdusek,/title/tt1483013/
The Hunt,"['Action', 'Horror', 'Thriller']","Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.","['hunting humans', 'gun', 'satire', 'human hunted down for sport', 'reference to animal farm the novel', 'podcaster', 'kitchen fight', 'human hunting a human', 'shooting down a drone', 'pig']",Craig Zobel,"['Damon Lindelof', 'Betty Gilpin', 'Hilary Swank', 'Ike Barinholtz', 'Craig Zobel']",Nick Cuse,/title/tt8244784/
The Hunt,['Drama'],"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","['kindergarten teacher', 'gunshot', 'punched in the face', 'false accusation of child abuse', 'gun', 'friendship between men', 'crying man', 'christmas', 'christmas eve', 'father son relationship']",Thomas Vinterberg,"['Thomas Vinterberg', 'Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Thomas Vinterberg']",Tobias Lindholm,/title/tt8244784/
300,"['Action', 'Drama']",King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,"['spartan', 'battle', 'warrior', 'greece', 'battle of thermopylae', 'based on graphic novel', 'army', 'male rear nudity', 'epic', 'blood']",Zack Snyder,"['Kurt Johnstad', 'Michael B. Gordon', 'Gerard Butler', 'Lena Headey', 'David Wenham']",Zack Snyder,/title/tt0416449/
Suicide Squad,"['Action', 'Adventure', 'Fantasy']",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,"['reference to superman', 'mission', 'villain turns good', 'dc extended universe', 'redemption', 'insanity', 'sociopath', 'tattoo', 'prisoner', 'based on comic book']",David Ayer,"['John Ostrander', 'Will Smith', 'Jared Leto', 'Margot Robbie', 'David Ayer']",David Ayer,/title/tt1386697/
The Dark Knight Rises,"['Action', 'Drama']","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.","['dc comics', 'batman character', 'bruce wayne character', 'terrorist plot', 'sequel', 'bravery', 'cell phone', 'selina kyle character', 'part of series', 'hallucination']",Christopher Nolan,"['Christopher Nolan', 'David S. Goyer', 'Christian Bale', 'Tom Hardy', 'Anne Hathaway']",Jonathan Nolan,/title/tt1345836/
Starship Troopers,"['Action', 'Adventure', 'Sci-Fi']","Humans in a fascist, militaristic future wage war with giant alien bugs.","['space war', 'giant insect', 'future war', 'satire', 'space travel', 'alien planet', 'fascism', 'military', 'insect', 'space station']",Paul Verhoeven,"['Robert A. Heinlein', 'Casper Van Dien', 'Denise Richards', 'Dina Meyer', 'Paul Verhoeven']",Edward Neumeier,/title/tt0120201/
The Old Guard,"['Action', 'Thriller']",A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"['immortality', 'gay couple', 'shared dream', 'homosexual', 'gay kiss', 'gay character', 'based on comic', 'immortal', 'based on comic book', 'female protagonist']",Gina Prince-Bythewood,"['Leandro Fernandez', 'Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Gina Prince-Bythewood']",Greg Rucka,/title/tt7556122/
The Lord of the Rings: The Return of the King,"['Action', 'Adventure', 'Drama']",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"['epic', 'orc', 'hobbit', 'ring', 'middle earth', 'battle', 'quest', 'journey', 'wizard', 'good versus evil']",Peter Jackson,"['Fran Walsh', 'Philippa Boyens', 'Elijah Wood', 'Viggo Mortensen', 'Ian McKellen']",J.R.R. Tolkien,/title/tt0167260/
Pirates of the Caribbean: At World's End,"['Action', 'Adventure', 'Fantasy']","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.","['pirate', 'mass hanging', 'based on theme park ride', 'goddess', 'treachery', 'singapore', 'rum', 'marriage ceremony', 'marriage proposal', 'resurrection']",Gore Verbinski,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",Ted Elliott,/title/tt0449088/
Black Panther,"['Action', 'Adventure', 'Sci-Fi']","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","['marvel cinematic universe', 'marvel comics', 'based on comic book', 'king', 'african king', 'fictional african country', 'superhero', 'africa', 'usurper', 'isolationism']",Ryan Coogler,"['Joe Robert Cole', 'Stan Lee', 'Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o""]",Ryan Coogler,/title/tt1825683/
