movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
The Matrix Reloaded,"['Action', 'Sci-Fi']","Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.","['oracle', 'prophecy', 'stylized violence', 'chosen one', 'alternate reality', 'car motorcycle chase', 'one against many', 'bullet dodging', 'dystopia', 'star died before release']",Lana Wachowski,"['Lilly Wachowski', 'Lana Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lilly Wachowski,/title/tt0234215/
A View to a Kill,"['Action', 'Adventure', 'Thriller']",The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.,"['official james bond series', 'interracial kiss', 'interracial love', '007', 'golden gate bridge', 'official bond film', 'eiffel tower', 'streets of san francisco', 'returning actress with different character', 'femme fatale']",John Glen,"['Michael G. Wilson', 'Ian Fleming', 'Roger Moore', 'Christopher Walken', 'Tanya Roberts']",Richard Maibaum,/title/tt0090264/
The Hunt for Red October,"['Action', 'Adventure', 'Thriller']","In November 1984, the Soviet Union's best submarine captain, in a new undetectable sub, violates orders and heads for the U.S. The American CIA and military must quickly determine: Is he trying to defect, or to start a war?","['soviet submarine', 'cold war era', 'defection', 'submarine', 'soviet navy', 'national security advisor', 'u.s. navy', 'submarine movie', 'murder', 'navy']",John McTiernan,"['Larry Ferguson', 'Donald E. Stewart', 'Sean Connery', 'Alec Baldwin', 'Scott Glenn']",Tom Clancy,/title/tt0099810/
Spiral,"['Action', 'Adventure', 'Crime']","A criminal mastermind unleashes a twisted form of justice in Spiral, the terrifying new chapter from the book of Saw.","['gore', 'violence', 'police officer', 'f word', 'saw', 'horror icon', 'body count', 'police procedural', 'mystery killings', 'written by star']",Darren Lynn Bousman,"['Pete Goldfinger', 'Chris Rock', 'Samuel L. Jackson', 'Max Minghella', 'Darren Lynn Bousman']",Josh Stolberg,/title/tt9247314/
Spiral,"['Drama', 'Horror', 'Mystery']","A same-sex couple move to a small town to enjoy a better quality of life and raise their daughter with strong social values. But when neighbors throw a very strange party, nothing is as it seems in their picturesque neighborhood.","['same sex couple', 'cult', 'neighbor', 'small town', 'targeted by a cult', 'gay bashing', 'murder of a lesbian', 'teenage girl', 'gay kiss', 'lgbt horror']",Kurtis David Harder,"['John Poliquin', 'Jeffrey Bowyer-Chapman', 'Ari Cohen', 'June Laporte', 'Kurtis David Harder']",Colin Minihan,/title/tt9247314/
Spiral,"['Drama', 'Fantasy', 'Horror']",The inhabitants of a small Japanese town become increasingly obsessed with and tormented by spirals.,"['biopunk', 'based on comic', 'spiral', 'snail', 'obsession', 'washing machine', 'suicide', 'small town', 'h.p. lovecraft', 'apology']",Higuchinsky,"['David Feiss', 'Junji Ito', 'Eriko Hatsune', 'Fhi Fan', 'Hinako Saeki']",Sean Bishop,/title/tt9247314/
Spiral,"['Drama', 'Fantasy', 'Horror']","A young pathologist seeks answers to the mysterious death of a friend and soon comes into contact with the same cursed videotape that caused the death of the friend's wife and son, which is haunted by the curse of Sadako, a relentless spirit.","['cursed videotape', 'haunted videotape', 'videotape', 'curse', 'ghost', 'autopsy', 'attempted suicide', 'accomplice', 'falling into a well', 'underwater scene']",Jôji Iida,"['Kôji Suzuki', 'Kôichi Satô', 'Miki Nakatani', 'Hinako Saeki', 'Jôji Iida']",Jôji Iida,/title/tt9247314/
Alien³,"['Action', 'Horror', 'Sci-Fi']","After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor.","['alien', 'prison', 'android', 'cryogenics', 'cult film', 'ellen ripley character', 'female protagonist', 'sequel', 'funeral', 'third part']",David Fincher,"['Ronald Shusett', 'Vincent Ward', 'Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance']",Dan O'Bannon,/title/tt0103644/
Extraction 2,"['Action', 'Thriller']",Sequel to the 2020 action thriller 'Extraction'.,"['sequel', 'based on comic book', 'second part', 'assassin', 'rescue', 'escape', 'survival', 'violence', 'hero', 'combat']",Sam Hargrave,"['Chris Hemsworth', 'Golshifteh Farahani', 'Adam Bessa', 'Sam Hargrave', 'Joe Russo']",Joe Russo,/title/tt12263384/
Transcendence,"['Action', 'Drama', 'Sci-Fi']",A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.,"['scientist', 'artificial intelligence', 'technology', 'power outage', 'mind upload', 'consciousness', 'ghost in the machine', 'body enhancement', 'mutation', 'computer server room']",Wally Pfister,"['Johnny Depp', 'Rebecca Hall', 'Morgan Freeman', 'Wally Pfister', 'Jack Paglen']",Jack Paglen,/title/tt2209764/
Goldfinger,"['Action', 'Adventure', 'Thriller']","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","['official james bond series', 'gold', 'aston martin', 'race against time', 'british secret service', 'criminal mastermind', 'james bond character', 'goldfinger', '007', 'fort knox']",Guy Hamilton,"['Paul Dehn', 'Ian Fleming', 'Sean Connery', 'Gert Fröbe', 'Honor Blackman']",Richard Maibaum,/title/tt0058150/
The Transporter,"['Action', 'Crime', 'Thriller']","Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.","['gunfight', 'mixed martial arts', 'tape over mouth', 'motor car', 'vehicle', 'car', 'motor vehicle', 'bank robbery', 'ex military', 'nice france']",Louis Leterrier,"['Luc Besson', 'Robert Mark Kamen', 'Jason Statham', 'Shu Qi', 'Matt Schulze']",Corey Yuen,/title/tt0293662/
Rambo: First Blood Part II,"['Action', 'Adventure', 'Thriller']",Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.,"['rambo', '1980s', 'muscleman', 'sequel', 'vietnam war veteran', 'british actor playing russian character', 'navajo indian', 'arizona', 'reference to bowie arizona', 'reference to arizona']",George P. Cosmatos,"['Kevin Jarre', 'Sylvester Stallone', 'Sylvester Stallone', 'Richard Crenna', 'Charles Napier']",David Morrell,/title/tt0089880/
The Shallows,"['Action', 'Drama', 'Horror']","A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.","['shark attack', 'shark', 'great white shark', 'trapped', 'woman in jeopardy', 'killer shark', 'talking to a bird', 'female protagonist', 'beach', 'survival']",Jaume Collet-Serra,"['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo', 'Jaume Collet-Serra', 'Anthony Jaswinski']",Anthony Jaswinski,/title/tt4052882/
Robin Hood: Prince of Thieves,"['Action', 'Adventure', 'Drama']",Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.,"['robin hood character', 'jerusalem israel', 'england', 'modern minstrel', 'balladeer', 'little john character', 'will scarlet character', 'king richard lionheart character', 'friar tuck character', 'maid marian character']",Kevin Reynolds,"['John Watson', 'Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio', 'Kevin Reynolds']",Pen Densham,/title/tt0102798/
Adrift,"['Action', 'Adventure', 'Biography']","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.","['damaged boat', 'storm', 'hurricane', 'sailboat', 'pacific ocean', 'young couple', 'open sea', 'nonlinear timeline', 'female nudity', 'love']",Baltasar Kormákur,"['Jordan Kandell', 'David Branson Smith', 'Shailene Woodley', 'Sam Claflin', 'Jeffrey Thomas']",Aaron Kandell,/title/tt6306064/
2 Fast 2 Furious,"['Action', 'Adventure', 'Crime']",Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,"['undercover agent', 'racing', 'miami florida', 'sequel', 'motor vehicle', 'automobile', 'car', 'fast and furious franchise', 'vehicle', 'product placement']",John Singleton,"['Michael Brandt', 'Derek Haas', 'Paul Walker', 'Tyrese Gibson', 'Cole Hauser']",Gary Scott Thompson,/title/tt0322259/
Escape from New York,"['Action', 'Adventure', 'Sci-Fi']","In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.","['new york city', 'urban decay', 'manhattan new york city', 'violence', 'blood', 'battle', 'crossbow', 'skyscraper', 'police', 'statue of liberty new york city']",John Carpenter,"['Nick Castle', 'Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine', 'John Carpenter']",John Carpenter,/title/tt0082340/
Anna,"['Action', 'Thriller']",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"['model', 'assassin', 'moscow russia', 'paris france', 'kgb', 'severed finger', '1990s', 'kgb agent', 'femme fatale', 'chess']",Luc Besson,"['Sasha Luss', 'Helen Mirren', 'Luke Evans', 'Luc Besson', 'Luc Besson']",Luc Besson,/title/tt7456310/
Clean,"['Action', 'Crime', 'Drama']","Tormented by his past, a garbage man named Clean attempts a quiet life of redemption. But, soon finds himself forced to reconcile with the violence of his past.","['violence', 'garbage man', 'melancholy', 'revenge', 'carjacking', 'murder', 'co written by director', 'co written by cast member', 'produced by cast member', 'director producer writer']",Paul Solet,"['Adrien Brody', 'Adrien Brody', 'Glenn Fleshler', 'Richie Merritt', 'Paul Solet']",Paul Solet,/title/tt10023022/
Indiana Jones and the Kingdom of the Crystal Skull,"['Action', 'Adventure']","In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.","['crystal skull', 'area 51', 'female antagonist', 'sequel', 'alien', 'amazon', 'colon in title', 'treasure', 'library', 'crystal']",Steven Spielberg,"['George Lucas', 'Jeff Nathanson', 'Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf']",David Koepp,/title/tt0367882/
Bullitt,"['Action', 'Crime', 'Thriller']","An all-guts, no-glory San Francisco cop becomes determined to find the underworld kingpin that killed the witness in his protection.","['tough cop', 'detective', 'action hero', 'investigation', 'police procedural', 'car chase', 'san francisco california', 'based on novel', 'character name in title', 'airport']",Peter Yates,"['Harry Kleiner', 'Robert L. Fish', 'Steve McQueen', 'Jacqueline Bisset', 'Robert Vaughn']",Alan Trustman,/title/tt0062765/
The Finest Hours,"['Action', 'Drama', 'History']",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,"['1950s', 'oil tanker', 'coast guard', 'sinking ship', 'survival', 'storm at sea', 'based on true story', 'lifeboat', 'disaster', 'no title at beginning']",Craig Gillespie,"['Paul Tamasy', 'Eric Johnson', 'Chris Pine', 'Casey Affleck', 'Ben Foster']",Scott Silver,/title/tt2025690/
Day Shift,"['Action', 'Comedy', 'Fantasy']","A hard-working, blue-collar dad who just wants to provide a good life for his quick-witted 8-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.","['working', 'father', 'valley', 'vampire', 'gun']",J.J. Perry,"['Tyler Tice', 'Dave Franco', 'Scott Adkins', 'Jamie Foxx', 'J.J. Perry']",Shay Hatten,/title/tt13314558/
Predator 2,"['Action', 'Horror', 'Sci-Fi']","The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.","['alien', 'city', 'gang', 'chase', 'blood', 'police station', 'voodoo', 'dreadlocks', 'skull', 'cemetery']",Stephen Hopkins,"['John Thomas', 'Danny Glover', 'Gary Busey', 'Kevin Peter Hall', 'Stephen Hopkins']",Jim Thomas,/title/tt0100403/
I Saw the Devil,"['Action', 'Crime', 'Drama']",A secret agent exacts revenge on a serial killer through a series of captures and releases.,"['revenge', 'decapitation', 'attempted rape', 'tracking device', 'rape', 'fighting', 'serial murder', 'murder', 'tragic event', 'mercilessness']",Jee-woon Kim,"['Jee-woon Kim', 'Lee Byung-hun', 'Choi Min-sik', 'Jeon Gook-hwan', 'Jee-woon Kim']",Park Hoon-jung,/title/tt4522918/
I Saw the Devil,"['Action', 'Horror', 'Thriller']","Following an unspeakable tragedy, a rogue secret agent seeks revenge against a serial killer through a demented game of cat and mouse.","['remake of korean film', 'remake of asian film', 'remake']",Simon Barrett,"['Simon Barrett', 'Park Hoon-jung', 'United States', 'English', '1984 Private Defense Contractors']",Park Hoon-jung,/title/tt4522918/
Spy Kids,"['Action', 'Adventure', 'Comedy']","Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.","['machete cortez character', 'secret agent', 'rescue', 'spy', 'espionage', 'child spy', '2000s', 'boy', 'bad guy', 'brother sister relationship']",Robert Rodriguez,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Robert Rodriguez', 'Robert Rodriguez']",Robert Rodriguez,/title/tt0227538/
Godzilla,"['Action', 'Adventure', 'Sci-Fi']","The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.","['radiation', 'atomic breath', 'halo parachute jump', 'u.s. navy', 'destruction of city', 'professor', 'combat', 'monster versus monster', 'kaiju', 'hawaii']",Gareth Edwards,"['Takeo Murata', 'Shigeru Kayama', 'Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Bryan Cranston']",Ishirô Honda,/title/tt0831387/
The Lego Movie,"['Animation', 'Action', 'Adventure']","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","['lego', 'computer animation', 'good cop bad cop', 'based on toy', 'crossover', 'blockbuster', 'musical number', 'batman character', 'bruce wayne character', 'wyldstyle character']",Phil Lord,"['Phil Lord', 'Christopher Miller', 'Dan Hageman', 'Chris Pratt', 'Will Ferrell']",Christopher Miller,/title/tt1490017/
Kill Bill: Vol. 2,"['Action', 'Crime', 'Thriller']","The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","['female assassin', 'revenge', 'wedding chapel', 'martial arts master', 'vigilante', 'vengeance', 'martial arts', 'female protagonist', 'death by samurai sword', 'one woman army']",Quentin Tarantino,"['Uma Thurman', 'Uma Thurman', 'David Carradine', 'Michael Madsen', 'Quentin Tarantino']",Quentin Tarantino,/title/tt0378194/
The Longest Day,"['Action', 'Drama', 'History']","The events of D-Day, told on a grand scale from both the Allied and German points of view.","['world war two', 'reference to paul verlaine', 'parachute drop', 'military officer', 'atlantic coast', 'u.s. soldier', 'u.s. military', 'world war two soldier', 'world war two in europe', 'invasion']",Ken Annakin,"['Gerd Oswald', 'Cornelius Ryan', 'Romain Gary', 'James Jones', 'John Wayne']",Andrew Marton,/title/tt0056197/
The World Is Not Enough,"['Action', 'Adventure', 'Thriller']","James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.","['official bond film', '007', 'bilbao spain', 'femme fatale', 'false identity', 'istanbul turkey', 'official james bond series', 'female scientist', 'double cross', 'british secret service']",Michael Apted,"['Robert Wade', 'Bruce Feirstein', 'Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']",Neal Purvis,/title/tt0143145/
The Count of Monte Cristo,"['Action', 'Adventure', 'Drama']","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","['violence', 'revenge', 'escape', 'treasure', 'prison', 'priest', 'whipping', 'sword fight', 'prison escape', 'prison break']",Kevin Reynolds,"['Jay Wolpert', 'Jim Caviezel', 'Guy Pearce', 'Christopher Adamson', 'Kevin Reynolds']",Alexandre Dumas,/title/tt0245844/
Atomic Blonde,"['Action', 'Thriller']",An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,"['female nudity', 'sex scene', 'lesbian sex', 'based on comic book', 'bisexual', 'bisexual woman', 'west berlin', 'spy', 'cold war', 'macguffin']",David Leitch,"['Antony Johnston', 'Sam Hart', 'Charlize Theron', 'James McAvoy', 'John Goodman']",Kurt Johnstad,/title/tt2406566/
Lone Survivor,"['Action', 'Biography', 'Drama']","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","['outnumbered', 'shot multiple times', 'courage', 'survival', 'exploding helicopter', 'soldier', 'helicopter crash', 'military uniform', 'military propaganda', 'taliban']",Peter Berg,"['Marcus Luttrell', 'Patrick Robinson', 'Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch']",Peter Berg,/title/tt1091191/
A Day to Die,"['Action', 'Crime', 'Drama']","Connor Connolly has one day to pay reparations to Tyrone Pettis. He is forced to ask his old military ops crew, led by Brice Mason, to come together to get him two million dollars before he loses everyone he loves in the process.","['hostage', 'explosion', 'terrorist', 'shootout', 'tactical team', 'criminal gang', 'tactical uniform', 'helmet', 'gloves', 'black leather jacket']",Wes Miller,"['Scott Mallace', 'Kevin Dillon', 'Bruce Willis', 'Gianni Capaldi', 'Wes Miller']",Rab Berry,/title/tt14412366/
Atlantis: The Lost Empire,"['Animation', 'Action', 'Adventure']",A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,"['atlantis', 'expedition', 'altered version of studio logo', 'underwater', 'journal', 'crew', 'museum', 'adventurer', 'boiler room', 'linguist']",Gary Trousdale,"['Tab Murphy', 'Kirk Wise', 'Gary Trousdale', 'Michael J. Fox', 'Jim Varney']",Kirk Wise,/title/tt0230011/
Serenity,"['Action', 'Adventure', 'Sci-Fi']",The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,"['reavers', 'captain', '26th century', 'megacorporation', 'on the run', 'smuggler', 'spacecraft', 'spaceship', 'one world government', 'space']",Joss Whedon,"['Nathan Fillion', 'Gina Torres', 'Chiwetel Ejiofor', 'Joss Whedon', 'Joss Whedon']",Joss Whedon,/title/tt0379786/
Dawn of the Dead,"['Action', 'Horror']","A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.","['survival horror', 'mall', 'nurse', 'shopping mall', 'zombie', 'flesh eating zombie', 'deadly disease', 'zombie attack', 'zombie outbreak', 'zombie apocalypse']",Zack Snyder,"['James Gunn', 'Sarah Polley', 'Ving Rhames', 'Mekhi Phifer', 'Zack Snyder']",George A. Romero,/title/tt0363547/
Freddy vs. Jason,"['Action', 'Horror']","Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too.","['freddy krueger character', 'jason voorhees character', 'mrs pamela voorhees character', 'freddy krueger', 'jason voorhees', 'masked murderer', 'serial child killer', 'serial child murderer', 'two killers', 'elm street']",Ronny Yu,"['Victor Miller', 'Damian Shannon', 'Robert Englund', 'Ken Kirzinger', 'Kelly Rowland']",Wes Craven,/title/tt0329101/
Dirty Harry,"['Action', 'Crime', 'Thriller']","When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.","['city', 'urban setting', 'zodiac killer', '.44 magnum', 'female nudity', 'neo noir', 'smith and wesson .44 magnum revolver', 'smith and wesson model 29', 'criminal', 'villain']",Don Siegel,"['Harry Julian Fink', 'Rita M. Fink', 'Dean Riesner', 'Clint Eastwood', 'Andrew Robinson']",Clint Eastwood,/title/tt0066999/
Terminator Genisys,"['Action', 'Adventure', 'Sci-Fi']","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.","['cyborg', 'future', 'time machine', 'human versus cyborg', 'human versus robot', 'human versus machine', 'dark future', 'alternate timeline', 'time paradox', 'time travel']",Alan Taylor,"['Patrick Lussier', 'James Cameron', 'Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke']",Laeta Kalogridis,/title/tt1340138/
Commando,"['Action', 'Adventure', 'Thriller']","A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate.","['kidnapped daughter', 'one man army', 'jumping from an airplane', 'female nudity', 'rescue', 'assassination', 'commando', 'body count', 'knife fight', 'dictator']",Mark L. Lester,"['Matthew Weisman', 'Steven E. de Souza', 'Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya']",Jeph Loeb,/title/tt0088944/
Gone in 60 Seconds,"['Action', 'Crime', 'Thriller']",A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,"['auto theft', 'car', 'brother', 'thief', 'theft', 'car theft', 'car movie', 'ford mustang', 'grand theft auto', 'named car']",Dominic Sena,"['Scott Rosenberg', 'Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi', 'Dominic Sena']",H.B. Halicki,/title/tt0071571/
Gone in 60 Seconds,"['Action', 'Crime', 'Drama']","When a South American drug lord pays Pace to steal 48 cars for him, all but one is in the bag - thereby, the police precipitate in a desperate car chase against Pace and his Eleanor across Southern California.","['named car', 'coors beer', 'smoking marijuana', 'cigar smoking', 'telephone call', 'wrecking yard', 'freeway', 'cigarette smoking', 'car dealership', 'car on fire']",H.B. Halicki,"['H.B. Halicki', 'Marion Busia', 'Jerry Daugirda', 'H.B. Halicki', 'H.B. Halicki']",H.B. Halicki,/title/tt0071571/
Last Action Hero,"['Action', 'Adventure', 'Comedy']","With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.","['villain', 'taxi', 'funeral', 'video store', 'child drives a car', 'car', 'celebrities playing themselves', 'good versus evil', ""character says i'll be back"", 'betrayal']",John McTiernan,"['Adam Leff', 'Shane Black', 'Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']",Zak Penn,/title/tt0107362/
Borderlands,"['Action', 'Adventure', 'Comedy']",A feature film based on the popular video game set on the abandoned fictional planet of Pandora where people search for a mysterious relic.,"['game', 'based on video game', 'planet', 'weapon', 'violence', 'culture', 'technology', 'shooting', 'land', 'dangerous']",Eli Roth,"['Eli Roth', 'Cate Blanchett', 'Jamie Lee Curtis', 'Gina Gershon', 'Eli Roth']",Craig Mazin,/title/tt4978420/
The Boondock Saints,"['Action', 'Thriller']",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,"['homosexual', 'fbi agent', 'police', 'revenge', 'cauterizing a wound', 'drinking', 'groping', 'cult film', 'independent film', 'surprise ending']",Troy Duffy,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'Troy Duffy', 'Troy Duffy']",Troy Duffy,/title/tt0144117/
Kick-Ass 2,"['Action', 'Comedy', 'Crime']","Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for.","['superhero', 'high school', 'vigilante', 'kicked in the crotch', 'punched in the crotch', 'hit in the crotch', 'sex in a bathroom', 'jail', 'superhero costume', 'shark attack']",Jeff Wadlow,"['Mark Millar', 'John Romita Jr.', 'Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse']",Jeff Wadlow,/title/tt1650554/
Scouts Guide to the Zombie Apocalypse,"['Action', 'Comedy', 'Horror']","Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.","['zombie', 'boy scout', 'hardware store', 'friendship between boys', 'blonde', 'nudity', 'female nudity', 'boy scouts of america', 'male nudity', 'oral sex']",Christopher Landon,"['Emi Mochizuki', 'Christopher Landon', 'Tye Sheridan', 'Logan Miller', 'Joey Morgan']",Carrie Lee Wilson,/title/tt1727776/
Upgrade,"['Action', 'Sci-Fi', 'Thriller']","Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.","['microchip', 'dystopia', 'revenge', 'surgery', 'artificial intelligence', 'violence', 'widower', 'quadriplegic', 'near future', 'cyborg']",Leigh Whannell,"['Logan Marshall-Green', 'Melanie Vallejo', 'Steve Danielsen', 'Leigh Whannell', 'Leigh Whannell']",Leigh Whannell,/title/tt6499752/
North by Northwest,"['Action', 'Adventure', 'Mystery']","A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","['mount rushmore', 'fugitive', 'on the run', 'mistaken identity', 'new york city', 'assassin', 'macguffin', 'director cameo', 'assassination', 'spy']",Alfred Hitchcock,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Alfred Hitchcock', 'Ernest Lehman']",Ernest Lehman,/title/tt0053125/
300: Rise of an Empire,"['Action', 'Drama']","Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","['good versus evil', 'seductress', 'female nudity', 'removing clothes from someone', 'woman moans from pleasure', 'greek', 'army', 'navy', 'antiquity', '5th century b.c.']",Noam Murro,"['Kurt Johnstad', 'Frank Miller', 'Sullivan Stapleton', 'Eva Green', 'Lena Headey']",Zack Snyder,/title/tt1253863/
Superman III,"['Action', 'Adventure', 'Comedy']",Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,"['legs', 'blonde woman', 'man wears eyeglasses', 'clark kent character', 'lana lang character', 'lois lane character', 'perry white character', 'superman character', 'jimmy olsen character', 'child in jeopardy']",Richard Lester,"['Joe Shuster', 'David Newman', 'Christopher Reeve', 'Richard Pryor', 'Margot Kidder']",Jerry Siegel,/title/tt0086393/
X-Men: The Last Stand,"['Action', 'Adventure', 'Sci-Fi']","The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.","['x men', 'walking through a wall', 'superhero team', 'logan character', 'erik lehnsherr character', 'professor charles xavier character', 'colossus character', 'beast character', 'rogue character', 'scott summers character']",Brett Ratner,"['Zak Penn', 'Patrick Stewart', 'Hugh Jackman', 'Halle Berry', 'Brett Ratner']",Simon Kinberg,/title/tt0376994/
Anaconda,"['Action', 'Adventure', 'Horror']","A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.","['anaconda', 'snake', 'jungle', 'eaten by animal', 'giant snake', 'amazon river', 'no panties', 'psychotronic film', 'snake in title', 'reference to joan of arc']",Luis Llosa,"['Jim Cash', 'Jack Epps Jr.', 'Jon Voight', 'Jennifer Lopez', 'Eric Stoltz']",Hans Bauer,/title/tt0118615/
Mortal Engines,"['Action', 'Adventure', 'Fantasy']","In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.","['post apocalypse', 'steampunk', 'dystopia', 'capitalism', 'social commentary', 'machine', 'f rated', 'floating city', 'one against many', 'violence']",Christian Rivers,"['Philippa Boyens', 'Peter Jackson', 'Hera Hilmar', 'Robert Sheehan', 'Hugo Weaving']",Fran Walsh,/title/tt1571234/
Kraven the Hunter,"['Action', 'Adventure', 'Sci-Fi']",Russian immigrant Sergei Kravinoff is on a mission to prove that he is the greatest hunter in the world.,"['based on comic book', 'based on comic', 'sony spiderverse', 'marvel comics', 'supervillain', 'spin off', 'hunter', 'russian immigrant', 'kraven the hunter', 'superhero']",J.C. Chandor,"['Matt Holloway', 'Stan Lee', 'Aaron Taylor-Johnson', 'Ariana DeBose', 'Russell Crowe']",Steve Ditko,/title/tt8790086/
